school_key,urn,establishment_number,dfe_number,school_name,school_type,school_status,religious_character,statutory_low_age,statutory_high_age,percentage_fsm,administrative_district,school_capacity,census_date,number_of_pupils,number_of_boys,number_of_girls,number_of_fsm,ofsted_rating_name,ofsted_last_insp,street,locality,address3,town,county,postcode,school_website,telephone_num,head_title,head_first_name,head_last_name,head_preferred_job_title,ofsted_rating_score
856,125072,2467,936/2467,Thorpe Lea Primary School,Local authority maintained schools,Open,Does not apply,3,11,25,Runnymede,210,21-01-2021,241,97,144,52,Good,06-10-2021,Huntingfield Way,Thorpe Lea,,Egham,Surrey,TW20 8DY,http://www.thorpe-lea.surrey.sch.uk,01784456398,Mr,Pete,Bailey,Headteacher,2
857,125073,2468,936/2468,St Ann's Heath Junior School,Local authority maintained schools,Open,Does not apply,7,11,11.6,Runnymede,360,21-01-2021,284,130,154,33,Good,07-03-2019,Sandhills Lane,,,Virginia Water,Surrey,GU25 4DS,www.stannsheath.org/,01344842900,Co Headteacher,Jackie King,Pip O'connor,Acting Headteacher,2
861,125075,2472,936/2472,Manby Lodge Infant School,Local authority maintained schools,Open,Does not apply,5,7,4.6,Elmbridge,270,21-01-2021,262,132,130,12,Good,01-12-2021,Princes Road,,,Weybridge,Surrey,KT13 9DA,www.manbylodge.co.uk/,01932851848,Miss,Miriam,Morris,Headteacher,2
862,130056,2474,936/2474,Farningham Road County First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
864,145703,2476,936/2476,Crawley Ridge Junior School,Academies,Open,Does not apply,7,11,7,Surrey Heath,240,21-01-2021,215,100,115,15,Not reported,,Graitney,Crawley Ridge,,Camberley,Surrey,GU15 2AJ,www.crawleyridge.net,0127661144,Mrs,Susan,Knight,Headteacher,
865,130057,2477,936/2477,Elmbrook First School,Local authority maintained schools,Closed,Does not apply,4,7,,Spelthorne,,,,,,,Not reported,,The Avenue,,,Sunbury-on-Thames,,TW16 5DZ,,,,,,Headteacher,
866,125077,2478,936/2478,William Cobbett Primary School,Local authority maintained schools,Open,Does not apply,4,11,12.4,Waverley,480,21-01-2021,484,248,236,60,Good,12-07-2018,Weybourne Road,,,Farnham,Surrey,GU9 9ER,http://www.william-cobbett.surrey.sch.uk,01252312772,Mrs,Sharon,Pritchard,Headteacher,2
869,136888,2479,936/2479,South Farnham School,Academies,Open,Does not apply,4,11,2.7,Waverley,724,21-01-2021,847,426,421,23,Outstanding,15-06-2012,Menin Way,,,Farnham,Surrey,GU9 8DY,http://www.south-farnham.surrey.sch.uk,01252716155,Miss,Esther,Whitbourn,Headteacher,1
870,125079,2484,936/2484,Tillingbourne Junior School,Local authority maintained schools,Open,Does not apply,7,11,12.3,Guildford,360,21-01-2021,367,188,179,45,Good,13-06-2019,New Road,Chilworth,,Guildford,Surrey,GU4 8NB,http://www.tillingbourne.surrey.sch.uk,01483504384,Ms,Jo,Oliver,,2
872,140084,2489,936/2489,The Horsell Village School,Academies,Open,Does not apply,4,7,6.4,Woking,269,21-01-2021,266,135,131,17,Not reported,,Church Hill,Horsell,,Woking,Surrey,GU21 4QQ,www.horsell-village.surrey.sch.uk/,01483714804,Mrs,Jane,Reeve,Headteacher,
874,125081,2491,936/2491,West Byfleet Junior School,Local authority maintained schools,Open,Does not apply,7,11,8.2,Woking,360,21-01-2021,340,179,161,28,Good,18-09-2019,Camphill Road,,,West Byfleet,Surrey,KT14 6EF,www.westbyfleetjunior.org.uk/,01932348961,,Lesley,Lawrence,Headteacher,2
876,139890,2492,936/2492,New Monument Primary Academy,Academies,Open,Does not apply,2,11,22.8,Woking,290,21-01-2021,253,121,132,53,Good,28-06-2018,Alpha Road,Maybury,,Woking,Surrey,GU22 8HA,http://www.newmonument.surrey.sch.uk,01483769302,Mrs,Mandy,McDowall,Headteacher,2
877,125083,2493,936/2493,Meath Green Infant School,Local authority maintained schools,Open,Does not apply,4,7,6.8,Reigate and Banstead,270,21-01-2021,268,127,141,18,Outstanding,15-01-2008,Kiln Lane,Meath Green,,Horley,Surrey,RH6 8JG,http://www.meathgreeninfant.org,01293772708,Mrs,Jane,Pipe,Headteacher,1
879,140509,2496,936/2496,Sythwood Primary School,Academies,Open,Does not apply,2,11,28.3,Woking,710,21-01-2021,640,339,301,181,Good,20-10-2021,Sythwood,Horsell,,Woking,Surrey,GU21 3AX,http://www.sythwood.surrey.sch.uk,01483770063,Mrs,Nicola,Matheson,Head of School,2
881,142345,2501,936/2501,Cross Farm Infant Academy,Academies,Open,Does not apply,5,7,13.2,Surrey Heath,180,21-01-2021,152,83,69,20,Not reported,,Gresham Way,Frimley Green,,Camberley,Surrey,GU16 6LZ,http://www.crossfarm.kite.academy,01252835847,,James,Titley-Rawson,Headteacher,
888,125088,2873,936/2873,Clarendon Primary School,Local authority maintained schools,Open,Does not apply,2,11,20.1,Spelthorne,241,21-01-2021,257,142,115,47,Good,21-03-2018,Knapp Road,,,Ashford,Surrey,TW15 2HZ,www.clarendon.surrey.sch.uk/,01784253379,Mr,William,Neale,Headteacher,2
896,130060,2879,936/2879,Woodthorpe County First School,Local authority maintained schools,Closed,Does not apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
900,143371,2880,936/2880,Riverbridge Primary School,Academies,Open,Does not apply,2,11,18.3,Spelthorne,630,21-01-2021,670,327,343,111,Good,19-06-2019,Park Avenue,,,Staines,Surrey,TW18 2EF,www.riverbridgeprimary.co.uk,01784227960,Mr,Paul,Grimwood,Executive Headteacher,2
905,125094,2907,936/2907,Chennestone Primary School,Local authority maintained schools,Open,Does not apply,5,11,9.6,Spelthorne,370,21-01-2021,355,171,184,34,Good,05-07-2017,Manor Lane,,,Sunbury-on-Thames,Surrey,TW16 5ED,http://www.chennestone.surrey.sch.uk,01932785477,Mrs,Lou,Anderson,Headteacher,2
908,125096,2912,936/2912,Beauclerc Infant and Nursery School,Local authority maintained schools,Open,Does not apply,3,7,6.4,Spelthorne,120,21-01-2021,152,65,87,8,Good,11-10-2017,116 French Street,,,Sunbury-on-Thames,Middlesex,TW16 5LE,http://www.beauclerc.surrey.sch.uk,01932780672,Mrs,Lou,Anderson,Headteacher,2
910,142366,2913,936/2913,Sandringham Infant & Nursery Academy,Academies,Open,Does not apply,2,7,4.9,Surrey Heath,180,21-01-2021,209,89,120,8,Good,11-09-2018,Sandringham Way,Paddock Hill Estate,,Frimley,Surrey,GU16 9YF,www.sandringham.kite.academy,01252837538,Mrs,Katherine,Money,Headteacher,2
914,142426,2918,936/2918,Hammond School,Academies,Open,Does not apply,7,11,1.9,Surrey Heath,360,21-01-2021,315,166,149,6,Good,04-10-2018,Badger Drive,,,Lightwater,Surrey,GU18 5TS,http://www.hammondjuniorschool.org,01276473972,Mrs,Lee,Parsons,Executive Headteacher,2
921,125102,2923,936/2923,Blackdown Primary School,Local authority maintained schools,Closed,Does not apply,4,11,,Surrey Heath,157,,,,,,Not reported,,Newfoundland Road,Deepcut,,Camberley,Surrey,GU16 6TA,,,Mrs,Wendy,Craft,Headteacher,
925,125104,2925,936/2925,Langshott Primary School,Local authority maintained schools,Open,Does not apply,5,11,9.4,Reigate and Banstead,420,21-01-2021,416,222,194,39,Good,14-09-2017,Smallfield Road,Langshott,,Horley,Surrey,RH6 9AU,www.langshott-surrey.co.uk/,01293776341,Mrs,Sarah,Mackintosh,Headteacher,2
927,139479,2926,936/2926,Broadmere Primary Academy,Academies,Open,Does not apply,2,11,43.9,Woking,261,21-01-2021,280,132,148,123,Good,24-05-2017,Devonshire Avenue,Sheerwater,,Woking,Surrey,GU21 5QE,www.broadmere.surrey.sch.uk/,01932343747,Mrs,Mandy,McDowall,Principal,2
929,125107,2928,936/2928,Hythe Primary School,Local authority maintained schools,Open,Does not apply,4,11,24.2,Runnymede,420,21-01-2021,413,230,183,100,Good,24-05-2017,Thorpe Road,Hythe,,Staines,Surrey,TW18 3HD,http://www.hythe.surrey.sch.uk,01784452972,Mrs,Amy,Peart,Headteacher,2
930,125108,2929,936/2929,Claygate Primary School,Local authority maintained schools,Open,Does not apply,2,11,6.8,Elmbridge,420,21-01-2021,367,197,170,25,Requires improvement,09-01-2020,Foley Road,Claygate,,Esher,Surrey,KT10 0NB,http://www.claygate.surrey.sch.uk,01372465348,Mrs,Sandra,Cunningham,Headteacher,3
934,144938,2931,936/2931,Sandcross Primary School,Academies,Open,Does not apply,3,11,20.2,Reigate and Banstead,700,21-01-2021,697,355,342,138,Good,10-11-2021,Sandcross Lane,,,Reigate,Surrey,RH2 8HH,http://www.sandcross.surrey.sch.uk,01737245467,Mr,Mark,Richards,Headteacher,2
937,140250,2932,936/2932,Saxon Primary School,Academies,Open,Does not apply,4,11,13.5,Spelthorne,420,21-01-2021,408,210,198,55,Good,12-06-2019,Briar Road,,,Shepperton,Surrey,TW17 0JB,www.saxonprimary.co.uk,01932563035,Headteacher,Bonnie Davis,Nicola Morris,Headteacher,2
939,148169,2933,936/2933,Kingfield Primary School,Academies,Open,Does not apply,3,11,20.7,Woking,210,21-01-2021,250,130,120,47,Not reported,,Kingfield Road,,,Woking,Surrey,GU22 9EQ,http://www.kingfield.surrey.sch.uk,01483761885,Mr,David,Jackson,Headteacher,
945,125113,2937,936/2937,Ashford Park Primary School,Local authority maintained schools,Open,Does not apply,4,11,19.6,Spelthorne,630,21-01-2021,578,276,302,113,Good,26-09-2018,Station Crescent,,,Ashford,Surrey,TW15 3HN,http://www.ashford-park.surrey.sch.uk,01784250305,Mrs,Sarah,Tarrant,Headteacher,2
950,125116,2940,936/2940,Ash Grange Nursery and Primary School,Local authority maintained schools,Open,Does not apply,2,11,30.9,Guildford,312,21-01-2021,276,134,142,84,Good,12-02-2020,Ash Church Road,,,Ash,Hampshire,GU12 6LX,www.ash-grange.surrey.sch.uk,01252328589,Mrs,Marie,Curtis,Headteacher,2
955,145542,2941,936/2941,Westfield Primary School,Academies,Open,Does not apply,4,11,28.3,Woking,480,21-01-2021,448,224,224,127,Not reported,,Bonsey Lane,Westfield,,Woking,Surrey,GU22 9PR,http://www.westfield.surrey.sch.uk/,01483764187,Mrs,Karyn,Hing,Headteacher,
959,140508,2942,936/2942,Beaufort Primary School,Academies,Open,Does not apply,2,11,15.4,Woking,480,21-01-2021,486,260,226,75,Good,16-09-2021,Kirkland Avenue,Goldsworth Park,,Woking,Surrey,GU21 3RG,www.beaufort.surrey.sch.uk/,01483474986,,Emily,Ferris,Headteacher,2
963,137850,2943,936/2943,Goldsworth Primary School,Academies,Open,Does not apply,2,11,9.1,Woking,630,21-01-2021,627,316,311,57,Not reported,,Bridge Barn Lane,,,Woking,Surrey,GU21 6NL,www.goldsworthprimary.co.uk,01483771321,Mrs,Caroline,McLennan,Head of School,
971,125122,2946,936/2946,Stepgates Community School,Local authority maintained schools,Open,Does not apply,2,11,18.5,Runnymede,210,21-01-2021,274,152,122,45,Good,29-11-2017,Stepgates,,,CHERTSEY,Surrey,KT16 8HT,http://www.stepgatesschool.co.uk,01932563022,Mrs,Tara,Ford,Headteacher,2
976,140880,2947,936/2947,Hillcroft Primary School,Academies,Open,Does not apply,3,11,15.4,Tandridge,420,21-01-2021,444,224,220,65,Good,26-04-2017,Chaldon Road,,,Caterham,Surrey,CR3 5PG,www.hillcroftschool.org/,01883342606,Miss,Louise,Summers,Acting Headteacher,2
977,125124,2948,936/2948,Lingfield Primary School,Local authority maintained schools,Open,Does not apply,3,11,18,Tandridge,420,21-01-2021,447,230,217,75,Good,21-03-2017,Vicarage Road,,,Lingfield,Surrey,RH7 6HA,www.lingfieldprimaryschool.com,01342832626,Mrs,Cassandra,Puplett,Headteacher,2
979,125125,2949,936/2949,Chandlers Field Primary School,Local authority maintained schools,Open,Does not Apply,3,11,40.3,Elmbridge,420,21-01-2021,396,211,185,142,Good,18-10-2017,High Street,,,West Molesey,Surrey,KT8 2LX,www.chandlers-field.surrey.sch.uk,02082244731,Mrs,Lynn,Williams,Executive Headteacher,2
981,125126,2950,936/2950,Town Farm Primary School & Nursery,Local authority maintained schools,Open,Does not apply,3,11,20.6,Spelthorne,500,21-01-2021,478,228,250,90,Good,25-09-2019,St Mary's Crescent,Stanwell,,Staines,Surrey,TW19 7HU,www.town-farm.surrey.sch.uk/,01784254380,Mr,Asif,Bhatti,Executive Head,2
983,125127,2951,936/2951,Epsom Downs Primary School and Children's Centre,Local authority maintained schools,Open,Does not apply,3,11,35.9,Reigate and Banstead,472,21-01-2021,440,214,226,147,Good,05-12-2018,St Leonard's Road,,,Epsom Downs,Surrey,KT18 5RJ,www.epsomdowns.surrey.sch.uk/,01737354313,Ms,Anya,Salisbury,Head,2
991,145226,2953,936/2953,Wray Common Primary School,Academies,Open,Does not apply,4,11,13.4,Reigate and Banstead,480,21-01-2021,464,229,235,62,Good,17-11-2021,Kendal Close,,,Reigate,Surrey,RH2 0LR,http://www.wray-common.surrey.sch.uk,01737761254,Mr,Lloyd,Murphy,Headteacher,2
992,125130,2954,936/2954,Furzefield Primary School,Local authority maintained schools,Open,Does not apply,3,11,21.1,Reigate and Banstead,448,21-01-2021,493,256,237,102,Good,28-11-2017,Delabole Road,Merstham,,Redhill,Surrey,RH1 3PA,www.furzefield.surrey.sch.uk/,01737642842,Mrs,Susan,Chrysanthou,Headteacher,2
997,142380,2955,936/2955,The Grove Primary Academy,Academies,Open,Does not apply,4,11,12.9,Surrey Heath,420,21-01-2021,417,220,197,54,Good,16-10-2018,Chobham Road,Frimley,,Camberley,Surrey,GU16 8PG,http://www.grove.kite.academy,0127622447,Mrs,Lynn,Wicksey,Headteacher,2
1001,142415,2956,936/2956,Lakeside Nursery & Primary Academy,Academies,Open,Does not apply,2,11,14.8,Surrey Heath,508,21-01-2021,432,229,203,57,Good,27-09-2018,Alphington Avenue,Frimley,,Camberley,Surrey,GU16 8LL,www.lakeside.kite.academy,01276469200,,Samantha,Armstrong,Headteacher,2
1005,146975,2957,936/2957,Hale Nursery & Primary Academy,Academies,Open,Does not apply,2,11,26.3,Waverley,500,21-01-2021,343,167,176,82,Not reported,,Upper Hale,,,Farnham,Surrey,GU9 0LR,www.hale.kite.academy,01252716729,,Clare,Freeman,Headteacher,
1009,131125,2960,936/2960,Cranmere Primary School,Local authority maintained schools,Open,Does not apply,2,11,13.4,Elmbridge,502,21-01-2021,464,230,234,58,Good,27-02-2020,Arran Way,,,Esher,Surrey,KT10 8BE,www.cranmereprimary.org.uk/,02083985580,Mrs,Kathie,Daniels,Headteacher,2
1011,146024,2961,936/2961,The Vale Primary School,Academies,Open,Does not apply,4,11,14.2,Epsom and Ewell,210,21-01-2021,169,96,73,24,Not reported,,84-92 Beaconsfield Road,,,Epsom,Surrey,KT18 6HP,www.thevaleprimary.org,01372273639,Mrs,Sarah Leyland,Mrs Cathy Browne,Co-Headteacher,
1017,143373,2963,936/2963,Guildford Grove Primary School,Academies,Open,Does not apply,3,11,42.4,Guildford,420,21-01-2021,385,183,202,147,Good,27-11-2018,Southway,,,Guildford,Surrey,GU2 8YD,www.guildfordgrove.surrey.sch.uk/,01483504713,Ms,Lucy,Ryder,Headteacher,2
1018,133721,2964,936/2964,Southfield Park Primary School,Local authority maintained schools,Open,Does not apply,4,11,12.2,Epsom and Ewell,420,21-01-2021,418,208,210,51,Outstanding,26-02-2010,Long Grove Road,,,Epsom,Surrey,KT19 8TF,http://www.southfield-park.surrey.sch.uk,01372743104,Mrs,Kate,Ganpatsingh,Headteacher,1
1019,130068,3000,936/3000,Okewood District CofE First School,Local authority maintained schools,Closed,Does not Apply,4,7,,Mole Valley,,,,,,,Not reported,,Horsham Road,Walliswood,,Dorking,Surrey,RH5 5RD,,,,,,Headteacher,
1020,125135,3002,936/3002,Walsh Memorial CofE Controlled Infant School,Local authority maintained schools,Open,Church of England,5,7,19.7,Guildford,180,21-01-2021,178,93,85,35,Outstanding,12-12-2013,Ash Street,,,Ash,Surrey,GU12 6LT,www.walsh-memorial.surrey.sch.uk,01252321426,Mrs,Maggie,Down (Interim Head),Headteacher,1
1022,130069,3010,936/3010,St Paul's CofE First School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
1024,146419,3012,936/3012,Ottershaw Christ Church Church of England Junior School,Academies,Open,Church of England,7,11,11.5,Runnymede,240,21-01-2021,226,121,105,26,Not reported,,Fletcher Road,Ottershaw,,Chertsey,Surrey,KT16 0JY,www.ottershawcofeschools.surrey.sch.uk/,01932872323,Mrs,Joanna,Hastings,Headteacher,
1026,145700,3014,936/3014,Holy Trinity CofE Primary School,Academies,Open,Church of England,4,11,6.9,Surrey Heath,420,21-01-2021,420,207,213,29,Not reported,,Benner Lane,West End,,Woking,Surrey,GU24 9JQ,www.holytrinity-primary.org.uk,01276858297,Mr,Jonathan,Hills,Headteacher,
1027,125140,3015,936/3015,Valley End CofE Infant School,Local authority maintained schools,Open,Church of England,5,7,2.9,Surrey Heath,180,21-01-2021,170,93,77,5,Outstanding,26-06-2009,Higham's Lane,Valley End,Chobham,Woking,Surrey,GU24 8TB,www.valleyend.surrey.sch.uk/,01276858299,Mrs,Kate,Harper-Cole,Headteacher,1
1028,125141,3016,936/3016,"St Martin's CofE Controlled Primary School, Dorking",Local authority maintained schools,Open,Church of England,4,11,7.2,Mole Valley,375,21-01-2021,377,197,180,27,Good,02-07-2019,Ranmore Road,,,Dorking,Surrey,RH4 1HW,http://www.stmartins-primary.surrey.sch.uk,01306883474,Mrs,Jane,Gorecka,Headteacher,2
1029,130070,3018,936/3018,Dunsfold CofE First School,Local authority maintained schools,Closed,Does not Apply,4,8,,Waverley,,,,,,,Not reported,,Dunsfold,,,Godalming,Surrey,GU8 4LQ,,,,,,Headteacher,
1031,149003,3019,936/3019,St Martins Church of England Junior School,Academies,Open,Church of England,7,11,,Epsom and Ewell,360,,,,,,Not reported,,Ashley Road,,,Epsom,Surrey,KT18 7AD,www.stmartinsepsom.school,01372846930,Mrs,Kate Marchesi,and Mrs Maggie Down,Executive Headteacher,
1032,125143,3022,936/3022,The Royal Kent CofE Primary School,Local authority maintained schools,Open,Church of England,5,11,4.2,Elmbridge,218,21-01-2021,214,97,117,9,Good,20-11-2018,Oakshade Road,Oxshott,,Leatherhead,Surrey,KT22 0LE,http://www.royal-kent.surrey.sch.uk,01372842495,Miss,Katie,Hancock,Headteacher,2
1034,144330,3024,936/3024,St Andrew's Church of England Infant School,Academies,Open,Church of England,5,7,5.2,Waverley,90,21-01-2021,58,32,26,3,Good,27-11-2019,Upper Church Lane,,,Farnham,Surrey,GU9 7PW,www.standrews-infant.surrey.sch.uk/,01252716305,Ms,Jayne,Venables,Headteacher,2
1035,125145,3026,936/3026,Farncombe Church of England Infant School,Local authority maintained schools,Open,Church of England,4,7,12.1,Waverley,150,21-01-2021,149,83,66,18,Good,13-07-2017,Grays Road,Farncombe,,Godalming,Surrey,GU7 3LT,https://farncombecofeinfantschool.co/,01483424933,Mrs,Andrea,Simonsson,Headteacher,2
1036,130071,3027,936/3027,Blindley Heath CofE First School,Local authority maintained schools,Closed,Does not Apply,4,7,,Tandridge,,,,,,,Not reported,,Eastbourne Road,Blindley Heath,,Lingfield,Surrey,RH7 6JR,,,,,,Headteacher,
1037,130073,3029,936/3029,South Holmwood CofE First School,Local authority maintained schools,Closed,Does not Apply,4,7,,Mole Valley,,,,,,,Not reported,,South Holmwood,,,Dorking,Surrey,RH5 4LY,,,,,,Headteacher,
1041,125147,3031,936/3031,Ripley CofE Primary School,Local authority maintained schools,Closed,Church of England,4,11,14.9,Guildford,196,18-01-2018,67,42,25,10,Not reported,,Wentworth Close,Ripley,,Woking,Surrey,GU23 6ED,,,Mrs,Jacqueline,Chambers,Joint Interim Headteacher,
1042,130074,3032,936/3032,Seale CofE First School,Local authority maintained schools,Closed,Does not Apply,5,7,,Guildford,,,,,,,Not reported,,School Hill,Seale,,Farnham,Surrey,GU10 1HY,,,,,,Headteacher,
1043,125148,3033,936/3033,St Paul's CofE Infant School,Local authority maintained schools,Open,Church of England,5,7,24.7,Guildford,90,21-01-2021,89,41,48,22,Good,09-05-2018,East Ring,The Cardinals,Tongham,Farnham,Surrey,GU10 1EF,http://www.stpaulstongham.com,01252400222,Mrs,Sue,Brown,Headteacher,2
1044,125149,3035,936/3035,St Mary's CofE Voluntary Controlled Infant School,Local authority maintained schools,Open,Church of England,4,7,9.2,Guildford,90,21-01-2021,76,35,41,7,Outstanding,24-06-2009,Shackleford Road,Shackleford,,Godalming,Surrey,GU8 6AE,www.stmarys-shackleford.surrey.sch.uk/,01483414749,Mrs,Serena,Roberts,Headteacher,1
1045,130075,3039,936/3039,St James CofE First School,Local authority maintained schools,Closed,Does not Apply,5,8,,Elmbridge,,,,,,,Not reported,,Springfield Meadows,,,Weybridge,Surrey,KT13 8AJ,,,,,,Headteacher,
1046,130076,3041,936/3041,St Mary's CofE First School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
1047,125150,3042,936/3042,"St Mary's CofE Controlled Primary School, Byfleet",Local authority maintained schools,Open,Church of England,4,11,10.9,Woking,455,21-01-2021,452,217,235,46,Good,05-03-2019,Hart Road,Byfleet,,West Byfleet,Surrey,KT14 7NJ,www.stmarys-byfleet.surrey.sch.uk/,01932410300,Mrs,Jacquie,Chambers,Headteacher,2
1048,125151,3044,936/3044,Powell Corderoy Primary School,Local authority maintained schools,Open,Does not Apply,4,11,7.4,Mole Valley,210,21-01-2021,204,112,92,15,Good,15-07-2021,Longfield Road,,,Dorking,Surrey,RH4 3DF,www.powellcorderoy.co.uk/,01306883373,Mrs,Emma McLaughlin /,Mrs Joanna Wilson,Co-Headteacher,2
1050,148435,3049,936/3049,Frimley CofE Junior School,Academies,Open,Church of England,7,11,,Surrey Heath,360,,,,,,Not reported,,Frimley Green Road,Frimley,,"Frimley Green, Camberley",Surrey,GU16 6ND,www.frimley.surrey.sch.uk,01252835440,Mrs,Clare,Wright,Headteacher,
1051,125153,3050,936/3050,Bisley CofE Primary School,Local authority maintained schools,Open,Church of England,2,11,15.1,Surrey Heath,446,21-01-2021,387,182,205,58,Good,07-02-2017,Hawthorn Way,Bisley,,Woking,Surrey,GU24 9DF,http://www.bisley.surrey.sch.uk,01483473341,Mrs,Clare,McConnell,Headteacher,2
1054,146420,3052,936/3052,Ottershaw Christ Church Church of England Infant School,Academies,Open,Church of England,3,7,11.1,Runnymede,180,21-01-2021,214,112,102,22,Not reported,,Fletcher Close,Ottershaw,,Chertsey,Surrey,KT16 0JT,http://www.ottershawcofeschools.surrey.sch.uk,01932873652,Mrs,Jo,Hastings,Headteacher,
1055,125156,3054,936/3054,Walsh CofE Junior School,Local authority maintained schools,Open,Church of England,7,11,22.3,Guildford,256,21-01-2021,229,130,99,51,Requires improvement,19-09-2018,Ash Street,,,Ash,Surrey,GU12 6LT,http://www.walsh-junior.surrey.sch.uk,01252329525,Miss,Gillian,West,Head Teacher,3
1057,149004,3055,936/3055,St Martins Church of England Infant School,Academies,Open,Church of England,5,7,,Epsom and Ewell,270,,,,,,Not reported,,Worple Road,,,Epsom,Surrey,KT18 7AA,http://www.stmartinsepsom.school,01372720337,Mrs,Kate Marchesi and,Mrs Maggie Down,Executive Headteacher,
1058,130077,3057,936/3057,Weybridge CofE Middle School,Local authority maintained schools,Closed,Does not Apply,8,12,,Elmbridge,,,,,,,Not reported,,Grotto Road,,,Weybridge,Surrey,KT13 8PL,,,,,,Headteacher,
1060,143626,3059,936/3059,St Andrew's CofE Primary School,Academies,Open,Church of England,5,11,17.6,Elmbridge,559,21-01-2021,353,159,194,62,Good,05-03-2020,Lockhart Road,,,Cobham,Surrey,KT11 2AX,www.standrews-primary.surrey.sch.uk/,01932863452,Mrs,Bethan,Willetts,Headteacher,2
1061,125159,3060,936/3060,Witley CofE Controlled Infant School,Local authority maintained schools,Open,Church of England,5,7,11.8,Waverley,90,21-01-2021,85,42,43,10,Good,12-12-2018,Church Lane,Witley,,Godalming,Surrey,GU8 5PN,www.witley.surrey.sch.uk,01428682420,Mrs,Helen,Szczepanski,Headteacher,2
1062,125160,3061,936/3061,Merrow CofE Controlled Infant School,Local authority maintained schools,Open,Church of England,4,7,15.9,Guildford,180,21-01-2021,145,72,73,23,Outstanding,03-02-2011,Kingfisher Drive,Merrow,,Guildford,Surrey,GU4 7EA,http://www.merrow.surrey.sch.uk,01483561501,Mrs,Emma,Hooper,Headteacher,1
1064,145278,3062,936/3062,Potters Gate CofE Primary School,Academies,Open,Church of England,4,11,11.1,Waverley,510,21-01-2021,459,240,219,51,Good,10-11-2021,Potters Gate,,,Farnham,Surrey,GU9 7BB,www.potters-gate.surrey.sch.uk/,01252715619,Ms,Jayne,Venables,Headteacher,2
1065,132922,3063,936/3063,The Redlands CofE Infant School,Local authority maintained schools,Closed,Does not apply,5,7,,Mole Valley,,,,,,,Not reported,,Goodwyns Road,,,Dorking,Surrey,RH4 2LR,,,Mrs,R,Workman,Headteacher,
1066,125163,3064,936/3064,St James CofE Primary School,Local authority maintained schools,Open,Church of England,4,11,11.8,Elmbridge,450,21-01-2021,441,235,206,52,Good,09-10-2019,Grotto Road,,,Weybridge,Surrey,KT13 8PL,www.stjames-weybridge.surrey.sch.uk/,01932851762,Ms,Linda,Rainbow,Headteacher,2
1067,131072,3065,936/3065,Riverview CofE Primary and Nursery School VA,Local authority maintained schools,Open,Church of England,3,11,27.4,Epsom and Ewell,258,21-01-2021,197,86,111,54,Requires improvement,15-05-2019,Riverview Road,West Ewell,,Epsom,Surrey,KT19 0JP,www.riverview.surrey.sch.uk,02083371245,Mrs,Mercy,Atkins,Headteacher,3
1068,130078,3308,936/3308,Bramley CofE First School,Local authority maintained schools,Closed,Does not Apply,4,7,,Waverley,,,,,,,Not reported,,Birtley Road,Bramley,,Guildford,Surrey,GU5 0HX,,,,,,Headteacher,
1071,125164,3313,936/3313,St John's CofE Aided Primary School,Local authority maintained schools,Open,Church of England,4,11,11.3,Tandridge,540,21-01-2021,460,222,238,52,Good,18-07-2017,Markfield Road,,,Caterham,Surrey,CR3 6RN,http://www.stjohns-primary.surrey.sch.uk,01883342009,Mr,Robert,Veale,Head Teacher,2
1072,125165,3314,936/3314,St Peter and St Paul CofE Infant School,Local authority maintained schools,Open,Church of England,5,7,11.9,Tandridge,120,21-01-2021,102,54,48,12,Outstanding,11-06-2010,93 Rook Lane,Chaldon,,Caterham,Surrey,CR3 5BN,www.stpeter-stpaul.surrey.sch.uk/,01883343299,Mrs,Rosemary,Villajos Burgess,Headteacher,1
1074,125167,3317,936/3317,Chilworth CofE (Aided) Infant School,Local authority maintained schools,Open,Church of England,4,7,15.5,Guildford,90,21-01-2021,71,37,34,11,Outstanding,23-01-2014,Dorking Road,Chilworth,,Guildford,Surrey,GU4 8NP,http://www.chilworth.surrey.sch.uk,01483562476,Mrs,Maggie,Mackie,Headteacher,1
1075,125168,3318,936/3318,St Lawrence CofE (Aided) Primary School,Local authority maintained schools,Open,Church of England,4,11,22.5,Surrey Heath,210,21-01-2021,209,120,89,47,Good,10-07-2018,Bagshot Road,Chobham,,Woking,Surrey,GU24 8AB,www.stlawrenceprimary.co.uk,01276858336,Mrs,Kate,Chenery,Headteacher,2
1077,125170,3324,936/3324,St Michael's CofE Aided Infant School,Local authority maintained schools,Open,Church of England,4,7,3.3,Mole Valley,84,21-01-2021,61,26,35,2,Good,30-11-2016,School Lane,Mickleham,,Dorking,Surrey,RH5 6EW,www.stmichaels-dorking.surrey.sch.uk,01372373717,Mrs,Paula Bliss/,Mrs Nicola Cleather,Headteacher,2
1078,130080,3325,936/3325,St John's CofE First School,Local authority maintained schools,Closed,Does not Apply,,,,,,,,,,,Not reported,,,,,,,,,,,,,Headteacher,
